100000 1 0.011693 0.011843 0.011806 33332833335000.0000000000 33332833335000.0000000000 33332833335000.0000000000
100000 2 0.011719 0.006151 0.006148 33332833335000.0000000000 33332833335000.0000000000 33332833335000.0000000000
100000 4 0.011704 0.003427 0.003372 33332833335000.0000000000 33332833335000.0000000000 33332833335000.0000000000
100000 8 0.011687 0.002423 0.002302 33332833335000.0000686646 33332833335000.0000686646 33332833335000.0000000000
100000 16 0.011704 0.002700 0.002508 33332833335000.0002040863 33332833335000.0002040863 33332833335000.0000000000
100000 20 0.011710 0.004505 0.002872 33332833335000.0002555847 33332833335000.0002574921 33332833335000.0000000000
1000000 1 0.116847 0.116939 0.116964 33333283333350000.0000000000 33333283333350000.0000000000 33333283333350000.0000000000
1000000 2 0.117336 0.058957 0.058724 33333283333350000.0000000000 33333283333350000.0000000000 33333283333350000.0000000000
1000000 4 0.117303 0.029940 0.029695 33333283333350000.0039062500 33333283333350000.0039062500 33333283333350000.0000000000
1000000 8 0.116840 0.015903 0.015386 33333283333350000.0039062500 33333283333350000.0039062500 33333283333350000.0000000000
1000000 16 0.116828 0.009785 0.009181 33333283333350000.0078125000 33333283333350000.0078125000 33333283333350000.0000000000
1000000 20 0.116925 0.100398 0.008143 33333283333350000.0078125000 33333283333350000.0097656250 33333283333350000.0000000000
10000000 1 1.360819 1.362154 1.362541 33333328333332967832.0000000000 33333328333332967832.0000000000 33333328333332967832.0000000000
10000000 2 1.359373 0.705288 0.705321 33333328333333126278.0000000000 33333328333333126278.0000000000 33333328333332967832.0000000000
10000000 4 1.353893 0.650902 0.650184 33333328333333420956.0000000000 33333328333333420956.0000000000 33333328333332967832.0000000000
10000000 8 1.353834 0.569099 0.568483 33333328333333490940.0000000000 33333328333333490942.0000000000 33333328333332967832.0000000000
10000000 16 1.356244 0.537981 0.534497 33333328333333500000.0000000000 33333328333333500000.0000000000 33333328333332967832.0000000000
10000000 20 1.368943 0.527894 0.538205 33333328333333500000.0000000000 33333328333333500000.0000000000 33333328333332967832.0000000000
100000000 1 13.566967 13.559037 13.541773 33333332833333726906368.0000000000 33333332833333726906368.0000000000 33333332833333726906368.0000000000
100000000 2 13.597892 7.025454 7.024966 33333332833333661513728.0000000000 33333332833333661513728.0000000000 33333332833333726906368.0000000000
100000000 4 13.563680 6.339018 6.337654 33333332833333571491840.0000000000 33333332833333571491840.0000000000 33333332833333726906368.0000000000
100000000 8 13.583609 4.703159 4.700476 33333332833333495382016.0000000000 33333332833333495384064.0000000000 33333332833333726906368.0000000000
100000000 16 13.545439 4.843889 4.452576 33333332833333438580736.0000000000 33333332833333438580736.0000000000 33333332833333726906368.0000000000
100000000 20 13.386203 5.191920 5.251089 33333332833333424066560.0000000000 33333332833333424064512.0000000000 33333332833333726906368.0000000000
1000000000 1 133.027873 135.295739 135.691879 33333333283333474508341248.0000000000 33333333283333474508341248.0000000000 33333333283333474508341248.0000000000
1000000000 2 136.343975 69.604077 69.639313 33333333283333454736392192.0000000000 33333333283333454736392192.0000000000 33333333283333474508341248.0000000000
1000000000 4 134.027803 65.175276 65.129366 33333333283333426798133248.0000000000 33333333283333426796036096.0000000000 33333333283333474508341248.0000000000
1000000000 8 135.397971 57.387274 57.386578 33333333283333401831538688.0000000000 33333333283333401831538688.0000000000 33333333283333474508341248.0000000000
1000000000 16 134.546402 45.476749 45.087065 33333333283333382789398528.0000000000 33333333283333382791495680.0000000000 33333333283333474508341248.0000000000
1000000000 20 134.948303 49.039705 49.455736 33333333283333377282277376.0000000000 33333333283333377282277376.0000000000 33333333283333474508341248.0000000000
