1 0 155668 


2 .2 24604.2 
2 1.2 131079 


4 .4 12276.5 
4 1.4 12366.7 
4 2.4 65497.3 
4 3.4 65564.4 


8 .6 43.155 
8 1.6 85.415 
8 2.6 12232.1 
8 3.6 12281.5 
8 4.6 44511.7 
8 5.6 44566.4 
8 6.6 20987.2 
8 7.6 21005.5 


16 .8 4.533 
16 1.8 39.361 
16 2.8 81.578 
16 3.8 4.352 
16 4.8 8.218 
16 5.8 12238.6 
16 6.8 12293.6 
16 7.8 7.777 
16 8.8 2625.4 
16 9.8 41926.5 
16 10.8 41965.3 
16 11.8 2637.96 
16 12.8 10.081 
16 13.8 20998.3 
16 14.8 21016.9 
16 15.8 10.087 


